OTU	Size	Taxonomy
Otu0560	17	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Sordariales(100);f__Chaetomiaceae(100);g__Chaetomium(100);s__Chaetomium_novozelandicum(65);Chaetomium_novozelandicum(65);
Otu0561	17	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Rhytismatales(100);f__Rhytismataceae(100);g__Lophodermium(100);s__Lophodermium_pinastri(100);Lophodermium_pinastri(100);
Otu0562	17	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Venturiales(100);f__Sympoventuriaceae(100);g__unclassified_Sympoventuriaceae(100);s__Sympoventuriaceae_sp(100);Sympoventuriaceae(100);
Otu0563	17	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__unclassified_Pleosporales(95);g__unclassified_Pleosporales(95);s__Pleosporales_sp(95);Pleosporales(95);
Otu0564	17	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Periconiaceae(100);g__unclassified_Periconiaceae(100);s__Periconiaceae_sp(100);Periconiaceae(100);
Otu0565	17	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Tremellaceae(100);g__Tremella(100);s__Tremella_macrobasidiata(100);Tremella_macrobasidiata(100);
Otu0566	17	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);o__Pleosporales_unclassified(100);
Otu0567	17	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Hymenochaetales(100);f__Hymenochaetaceae(100);g__Phellinus(100);s__Phellinus_laevigatus(83);Phellinus_laevigatus(83);
Otu0568	16	k__Fungi(100);p__Basidiomycota(100);c__Microbotryomycetes(100);c__Microbotryomycetes_unclassified(100);c__Microbotryomycetes_unclassified(100);c__Microbotryomycetes_unclassified(100);c__Microbotryomycetes_unclassified(100);c__Microbotryomycetes_unclassified(100);
Otu0569	16	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Microascales(100);f__Microascaceae(100);g__Acaulium(100);s__Acaulium_sp(100);Acaulium(100);
Otu0570	16	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Myriangiales(100);f__unclassified_Myriangiales(100);g__unclassified_Myriangiales(100);s__Myriangiales_sp(100);Myriangiales(100);
Otu0571	16	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);c__Eurotiomycetes_unclassified(88);c__Eurotiomycetes_unclassified(88);c__Eurotiomycetes_unclassified(88);c__Eurotiomycetes_unclassified(88);c__Eurotiomycetes_unclassified(88);
Otu0572	16	k__Fungi(100);p__Ascomycota(100);c__Pezizomycetes(100);o__Pezizales(100);f__Pyronemataceae(100);g__Cheilymenia(100);s__Cheilymenia_sp(100);Cheilymenia(100);
Otu0573	16	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu0574	16	k__Fungi(100);p__Ascomycota(100);c__Taphrinomycetes(100);o__Taphrinales(100);f__Taphrinaceae(100);g__Taphrina(100);s__Taphrina_tormentillae(100);Taphrina_tormentillae(100);
Otu0575	16	k__Fungi(100);p__Basidiomycota(100);c__Agaricostilbomycetes(100);o__Agaricostilbales(100);f__unclassified_Agaricostilbales(100);g__unclassified_Agaricostilbales(100);s__Agaricostilbales_sp(100);Agaricostilbales(100);
Otu0576	16	k__Fungi(100);p__Basidiomycota(100);c__Cystobasidiomycetes(100);o__Erythrobasidiales(100);f__unclassified_Erythrobasidiales(100);g__unclassified_Erythrobasidiales(100);s__Erythrobasidiales_sp(100);Erythrobasidiales(100);
Otu0577	16	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Herpotrichiellaceae(100);g__Sorocybe(94);g__Sorocybe_unclassified(94);g__Sorocybe_unclassified(94);
Otu0578	16	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);
Otu0579	16	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Didymellaceae(100);g__Boeremia(94);s__Boeremia_exigua(75);Boeremia_exigua(75);
Otu0580	16	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Cenangiaceae(100);g__Cenangium(100);s__Cenangium_acuum(100);Cenangium_acuum(100);
Otu0581	16	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Melanommataceae(100);f__Melanommataceae_unclassified(100);f__Melanommataceae_unclassified(100);f__Melanommataceae_unclassified(100);
Otu0582	16	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Lecanorales(100);f__Parmeliaceae(100);g__Bryoria(100);g__Bryoria_unclassified(100);g__Bryoria_unclassified(100);
Otu0583	16	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);o__Tremellales_unclassified(100);o__Tremellales_unclassified(100);o__Tremellales_unclassified(100);o__Tremellales_unclassified(100);
Otu0584	16	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Phaeomoniellales(100);f__unclassified_Phaeomoniellales(100);g__unclassified_Phaeomoniellales(100);s__Phaeomoniellales_sp(100);Phaeomoniellales(100);
Otu0585	16	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Lecanorales(100);f__Parmeliaceae(100);g__Evernia(100);s__Evernia_prunastri(100);Evernia_prunastri(100);
Otu0586	16	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);c__Dothideomycetes_unclassified(100);c__Dothideomycetes_unclassified(100);c__Dothideomycetes_unclassified(100);c__Dothideomycetes_unclassified(100);c__Dothideomycetes_unclassified(100);
Otu0587	16	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Hypocreales(100);f__Hypocreales_fam_Incertae_sedis(100);g__Acremonium(100);s__Acremonium_alternatum(100);Acremonium_alternatum(100);
Otu0588	15	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);o__Helotiales_unclassified(100);
Otu0589	15	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Dothideales(100);o__Dothideales_unclassified(100);o__Dothideales_unclassified(100);o__Dothideales_unclassified(100);o__Dothideales_unclassified(100);
Otu0590	15	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Venturiales(100);f__Sympoventuriaceae(54);g__Fusicladium(54);g__Fusicladium_unclassified(54);g__Fusicladium_unclassified(54);
Otu0591	15	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Myxotrichaceae(100);g__Myxotrichum(94);s__Myxotrichum_setosum(94);Myxotrichum_setosum(94);
Otu0592	15	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);o__Chaetothyriales_unclassified(67);o__Chaetothyriales_unclassified(67);o__Chaetothyriales_unclassified(67);o__Chaetothyriales_unclassified(67);
Otu0593	15	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Dothideales(100);f__Aureobasidiaceae(100);g__Aureobasidium(100);s__Aureobasidium_proteae(87);Aureobasidium_proteae(87);
Otu0594	15	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Mycosphaerellaceae(100);g__Scleroramularia(100);g__Scleroramularia_unclassified(67);g__Scleroramularia_unclassified(67);
Otu0595	15	k__Fungi(100);p__Ascomycota(94);p__Ascomycota_unclassified(94);p__Ascomycota_unclassified(94);p__Ascomycota_unclassified(94);p__Ascomycota_unclassified(94);p__Ascomycota_unclassified(94);p__Ascomycota_unclassified(94);
Otu0596	15	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Onygenales(100);f__Onygenales_fam_Incertae_sedis(100);g__Chrysosporium(100);s__Chrysosporium_pseudomerdarium(100);Chrysosporium_pseudomerdarium(100);
Otu0597	15	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu0598	15	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Tremellaceae(100);g__Tremella(100);s__Tremella_diploschistina(100);Tremella_diploschistina(100);
Otu0599	15	k__Fungi(100);p__Basidiomycota(100);c__Microbotryomycetes(100);o__Microbotryomycetes_ord_Incertae_sedis(100);f__Chrysozymaceae(100);g__Chrysozyma(100);g__Chrysozyma_unclassified(100);g__Chrysozyma_unclassified(100);
Otu0600	15	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(94);p__Ascomycota_unclassified(94);p__Ascomycota_unclassified(94);p__Ascomycota_unclassified(94);p__Ascomycota_unclassified(94);p__Ascomycota_unclassified(94);
Otu0601	15	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(67);c__Tremellomycetes_unclassified(67);c__Tremellomycetes_unclassified(67);c__Tremellomycetes_unclassified(67);c__Tremellomycetes_unclassified(67);c__Tremellomycetes_unclassified(67);
Otu0602	15	k__Fungi(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);k__Fungi_unclassified(100);
Otu0603	15	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleraceae(100);g__Fonsecazyma(100);s__Fonsecazyma_sp(100);Fonsecazyma(100);
Otu0604	15	k__Fungi(100);p__Basidiomycota(100);c__Exobasidiomycetes(100);o__Microstromatales(100);f__Microstromataceae(100);g__Microstroma(100);s__Microstroma_bacarum(100);Microstroma_bacarum(100);
Otu0605	15	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu0606	14	k__Fungi(100);p__Basidiomycota(100);c__Microbotryomycetes(100);o__Microbotryomycetes_ord_Incertae_sedis(100);f__Chrysozymaceae(100);g__Chrysozyma(100);s__Chrysozyma_sp(100);Chrysozyma(100);
Otu0607	14	k__Fungi(100);p__Basidiomycota(100);c__Microbotryomycetes(100);c__Microbotryomycetes_unclassified(100);c__Microbotryomycetes_unclassified(100);c__Microbotryomycetes_unclassified(100);c__Microbotryomycetes_unclassified(100);c__Microbotryomycetes_unclassified(100);
Otu0608	14	k__Fungi(100);k__Fungi_unclassified(65);k__Fungi_unclassified(65);k__Fungi_unclassified(65);k__Fungi_unclassified(65);k__Fungi_unclassified(65);k__Fungi_unclassified(65);k__Fungi_unclassified(65);
Otu0609	14	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Cystofilobasidiales(100);f__Cystofilobasidiales_fam_Incertae_sedis(100);g__Mrakiella(100);s__Mrakiella_sp(100);Mrakiella(100);
Otu0610	14	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu0611	14	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(100);f__Melanommataceae(100);g__Gemmamyces(100);s__Gemmamyces_sp(100);Gemmamyces(100);
Otu0612	14	k__Fungi(100);p__Ascomycota(100);c__Arthoniomycetes(100);o__Lichenostigmatales(100);f__Phaeococcomycetaceae(100);g__Phaeococcomyces(100);s__Phaeococcomyces_sp(100);Phaeococcomyces(100);
Otu0613	14	k__Fungi(100);p__Basidiomycota(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);p__Basidiomycota_unclassified(100);
Otu0614	14	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Xylariales(100);f__Amphisphaeriaceae(100);g__Seimatosporium(100);g__Seimatosporium_unclassified(93);g__Seimatosporium_unclassified(93);
Otu0615	14	k__Fungi(100);p__Basidiomycota(100);p__Basidiomycota_unclassified(86);p__Basidiomycota_unclassified(86);p__Basidiomycota_unclassified(86);p__Basidiomycota_unclassified(86);p__Basidiomycota_unclassified(86);p__Basidiomycota_unclassified(86);
Otu0616	14	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Tremellaceae(100);g__Tremella(100);s__Tremella_macrobasidiata(100);Tremella_macrobasidiata(100);
Otu0617	14	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Agaricales(100);f__Strophariaceae(100);g__Hypholoma(100);s__Hypholoma_capnoides(100);Hypholoma_capnoides(100);
Otu0618	14	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Tremellales(100);f__Bulleribasidiaceae(100);g__Vishniacozyma(100);s__Vishniacozyma_dimennae(86);Vishniacozyma_dimennae(86);
Otu0619	14	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Cystofilobasidiales(100);f__Mrakiaceae(100);g__Udeniomyces(100);s__Udeniomyces_pyricola(100);Udeniomyces_pyricola(100);
Otu0620	14	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Phaeomoniellales(100);o__Phaeomoniellales_unclassified(86);o__Phaeomoniellales_unclassified(86);o__Phaeomoniellales_unclassified(86);o__Phaeomoniellales_unclassified(86);
Otu0621	14	k__Fungi(100);p__Ascomycota(100);c__Pezizomycotina_cls_Incertae_sedis(100);o__Pezizomycotina_ord_Incertae_sedis(100);f__Pezizomycotina_fam_Incertae_sedis(100);g__Arcuadendron(100);s__Arcuadendron_triangulare(100);Arcuadendron_triangulare(100);
Otu0622	14	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Dothideales(100);f__Dothioraceae(79);g__Dothiora(65);g__Dothiora_unclassified(65);g__Dothiora_unclassified(65);
Otu0623	14	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Thelebolales(100);f__Pseudeurotiaceae(100);g__Pseudeurotium(100);s__Pseudeurotium_sp(100);Pseudeurotium(100);
Otu0624	14	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Auriculariales(100);f__Exidiaceae(100);g__Exidia(100);s__Exidia_candida(100);Exidia_candida(100);
Otu0625	14	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Helotiaceae(100);g__Fontanospora(100);s__Fontanospora_sp(100);Fontanospora(100);
Otu0626	14	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Myxotrichaceae(100);g__Oidiodendron(100);s__Oidiodendron_maius(100);Oidiodendron_maius(100);
Otu0627	14	k__Fungi(100);p__Ascomycota(100);c__Sordariomycetes(100);o__Diaporthales(100);f__Coryneaceae(100);g__Coryneum(100);s__Coryneum_lanciforme(100);Coryneum_lanciforme(100);
Otu0628	14	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Filobasidiales(100);f__Piskurozymaceae(100);g__Piskurozyma(100);s__Piskurozyma_silvicola(100);Piskurozyma_silvicola(100);
Otu0629	14	k__Fungi(100);p__Basidiomycota(100);c__Microbotryomycetes(93);o__Sporidiobolales(93);f__unclassified_Sporidiobolales(93);g__unclassified_Sporidiobolales(93);s__Sporidiobolales_sp(93);Sporidiobolales(93);
Otu0630	14	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Capnodiales(100);f__Cladosporiaceae(100);g__Rachicladosporium(100);s__Rachicladosporium_monterosium(100);Rachicladosporium_monterosium(100);
Otu0631	13	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Helotiaceae(100);g__Collophora(100);s__Collophora_sp(100);Collophora(100);
Otu0632	13	k__Fungi(100);p__Basidiomycota(100);c__Agaricomycetes(100);o__Hymenochaetales(100);f__Schizoporaceae(100);g__Schizopora(100);s__Schizopora_paradoxa(100);Schizopora_paradoxa(100);
Otu0633	13	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Chaetothyriales(100);f__Herpotrichiellaceae(100);g__Exophiala(100);s__Exophiala_nigra(100);Exophiala_nigra(100);
Otu0634	13	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Agyriales(100);f__unclassified_Agyriales(100);g__unclassified_Agyriales(100);s__Agyriales_sp(100);Agyriales(100);
Otu0635	13	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(93);c__Tremellomycetes_unclassified(77);c__Tremellomycetes_unclassified(77);c__Tremellomycetes_unclassified(77);c__Tremellomycetes_unclassified(77);c__Tremellomycetes_unclassified(77);
Otu0636	13	k__Fungi(100);p__Basidiomycota(100);c__Cystobasidiomycetes(100);o__Cyphobasidiales(62);f__unclassified_Cyphobasidiales(62);g__unclassified_Cyphobasidiales(62);s__Cyphobasidiales_sp(62);Cyphobasidiales(62);
Otu0637	13	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Lecanorales(100);f__Cladoniaceae(100);g__Cladonia(100);s__Cladonia_coniocraea(62);Cladonia_coniocraea(62);
Otu0638	13	k__Fungi(100);p__Basidiomycota(100);c__Cystobasidiomycetes(100);c__Cystobasidiomycetes_unclassified(100);c__Cystobasidiomycetes_unclassified(100);c__Cystobasidiomycetes_unclassified(100);c__Cystobasidiomycetes_unclassified(100);c__Cystobasidiomycetes_unclassified(100);
Otu0639	13	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu0640	13	k__Fungi(100);p__Basidiomycota(100);c__Cystobasidiomycetes(100);o__Cystobasidiales(100);f__unclassified_Cystobasidiales(100);g__unclassified_Cystobasidiales(100);s__Cystobasidiales_sp(100);Cystobasidiales(100);
Otu0641	13	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Pleosporales(77);o__Pleosporales_unclassified(77);o__Pleosporales_unclassified(77);o__Pleosporales_unclassified(77);o__Pleosporales_unclassified(77);
Otu0642	13	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(85);c__Eurotiomycetes_unclassified(85);c__Eurotiomycetes_unclassified(85);c__Eurotiomycetes_unclassified(85);c__Eurotiomycetes_unclassified(85);c__Eurotiomycetes_unclassified(85);
Otu0643	13	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Helotiaceae(100);g__Sirococcus(93);s__Sirococcus_sp(93);Sirococcus(93);
Otu0644	13	k__Fungi(100);p__Ascomycota(100);c__Leotiomycetes(100);o__Helotiales(100);f__Dermateaceae(77);g__Helgardia(54);s__Helgardia_anguioides(54);Helgardia_anguioides(54);
Otu0645	13	k__Fungi(100);p__Basidiomycota(100);c__Exobasidiomycetes(100);o__Exobasidiales(100);f__Exobasidiaceae(100);g__Exobasidium(100);s__Exobasidium_bisporum(100);Exobasidium_bisporum(100);
Otu0646	13	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Dothideales(100);f__Aureobasidiaceae(100);g__Aureobasidium(100);g__Aureobasidium_unclassified(62);g__Aureobasidium_unclassified(62);
Otu0647	13	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);o__Lecanoromycetes_ord_Incertae_sedis(100);f__Lecanoromycetes_fam_Incertae_sedis(100);g__Sarea(100);s__Sarea_difformis(100);Sarea_difformis(100);
Otu0648	13	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Myriangiales(100);f__Myriangiaceae(100);g__Myriangium(100);s__Myriangium_sp(100);Myriangium(100);
Otu0649	13	k__Fungi(100);k__Fungi_unclassified(70);k__Fungi_unclassified(70);k__Fungi_unclassified(70);k__Fungi_unclassified(70);k__Fungi_unclassified(70);k__Fungi_unclassified(70);k__Fungi_unclassified(70);
Otu0650	13	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);c__Eurotiomycetes_unclassified(54);c__Eurotiomycetes_unclassified(54);c__Eurotiomycetes_unclassified(54);c__Eurotiomycetes_unclassified(54);c__Eurotiomycetes_unclassified(54);
Otu0651	13	k__Fungi(100);p__Ascomycota(100);c__Dothideomycetes(100);o__Myriangiales(100);f__Myriangiaceae(100);f__Myriangiaceae_unclassified(70);f__Myriangiaceae_unclassified(70);f__Myriangiaceae_unclassified(70);
Otu0652	13	k__Fungi(100);p__Ascomycota(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);p__Ascomycota_unclassified(100);
Otu0653	13	k__Fungi(100);p__Ascomycota(100);c__Eurotiomycetes(100);o__Onygenales(100);f__Eremascaceae(100);g__Eremascus(100);s__Eremascus_fertilis(100);Eremascus_fertilis(100);
Otu0654	13	k__Fungi(100);p__Ascomycota(100);c__Lecanoromycetes(100);c__Lecanoromycetes_unclassified(70);c__Lecanoromycetes_unclassified(70);c__Lecanoromycetes_unclassified(70);c__Lecanoromycetes_unclassified(70);c__Lecanoromycetes_unclassified(70);
Otu0655	12	k__Fungi(100);k__Fungi_unclassified(92);k__Fungi_unclassified(92);k__Fungi_unclassified(92);k__Fungi_unclassified(92);k__Fungi_unclassified(92);k__Fungi_unclassified(92);k__Fungi_unclassified(92);
Otu0656	12	k__Fungi(100);p__Basidiomycota(100);c__Tremellomycetes(100);o__Filobasidiales(100);f__Filobasidiaceae(100);g__Heterocephalacria(100);s__Heterocephalacria_sp(100);Heterocephalacria(100);
